"befnr","StartYear","industry_category","LegalForm","Location","FollowerBusiness","IndAffBusiness","EmployeeNum","CompanyEndYear","YearsWorkExperience","YearsSchooling","CapitalInvested","GenSpeBusiness","TradInnoBusiness","MarketScope","CompetitionIntensity","Seasonality","OrderClusters","IndustryExperience","FounderFather","beg1","beg2","beg3","beg4","beg5","beg6","beg7","beg8","beg9","beg10","beg11","beg12","beg13","beg14","beg15","beg16","beg17","beg18","beg19","beg20","end1","end2","end3","end4","end5","end6","end7","end8","end9","end10","end11","end12","end13","end14","end15","end16","end17","end18","end19","end20","typ1","typ2","typ3","typ4","typ5","typ6","typ7","typ8","typ9","typ10","typ11","typ12","typ13","typ14","typ15","typ16","typ17","WorkExperienceYears","SelfEmploymentYears","SelfEmploymentExp","EndYear_Clean","Censored","SurvivalTime","SurvivalMonths"
"2760",1986,"Other Services","Small tradesman","Munich","Follower","Independent",1,"87",40,13,12000,"Specialist","Innovative","Local",5,NA,NA,0,1,"81","83","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","83","84","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","al","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m",4,0,"0.0",1987,0,1,12
"2849",1986,"Wholesale/Retail Trade","Small tradesman","Munich","Newcomer","Independent",2,"87",11,12,0,"Specialist","Traditional","National",3,2,3,0,1,"65","68","71","76","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","68","71","76","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ab","ne","m","m","m","m","m","m","m","m","m","m","m","m","m",11,0,"0.0",1987,0,1,12
"3274",1986,"Other Services","Registered firm","Upper Bavaria","Newcomer","Independent",1,"87",23,11,3000,"Specialist","Traditional","National",5,NA,5,1,1,"59","61","64","67","80","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","61","64","67","80","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ne","le","ab","ab","se","m","m","m","m","m","m","m","m","m","m","m","m",19,6,"1.0",1987,0,1,12
"3277",1985,"Transportation","Registered firm","Upper Bavaria","Follower","Independent",4,"86",29,11,15000,"Generalist","Traditional","National",5,NA,NA,1,1,"82","83","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","83","84","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ne","se","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m",1,1,"1.0",1986,0,1,12
"3282",1986,"Other Services","Registered firm","Upper Bavaria","Newcomer","Independent",0,"87",32,9,1e+05,"Specialist","Innovative","National",4,3,NA,1,1,"48","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",0,38,"1.0",1987,0,1,12
"3301",1986,"Other Services","Small tradesman","Munich","Follower","Independent",2,"87",4,11,0,"Specialist","Traditional","Local",5,NA,2,1,1,"72","74","75","77","78","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","74","75","77","78","84","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ne","ab","ne","ab","ab","ab","m","m","m","m","m","m","m","m","m","m","m",10,0,"0.0",1987,0,1,12
"3414",1986,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",1,"87",2,13,70000,"Generalist","Traditional","Local",2,3,4,1,1,"83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",3,0,"0.0",1987,0,1,12
"3417",1986,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"87",23,18,1e+05,"Generalist","Traditional","Local",5,5,3,1,1,"79","81","82","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","81","82","85","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ab","al","m","m","m","m","m","m","m","m","m","m","m","m","m",6,0,"0.0",1987,0,1,12
"3419",1986,"Transportation","Small tradesman","Upper Bavaria","Follower","Independent",1,"87",16,12,2e+05,"Specialist","Traditional","Local",5,4,5,1,1,"64","67","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","67","85","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m",21,1,"1.0",1987,0,1,12
"3453",1986,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Follower","Independent",1,"87",16,11,540000,"Specialist","Traditional","Local",5,NA,NA,0,1,"78","81","82","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","81","82","84","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ne","ab","m","m","m","m","m","m","m","m","m","m","m","m","m",6,0,"0.0",1987,0,1,12
"3464",1986,"Wholesale/Retail Trade","Small tradesman","Munich","Newcomer","Independent",2,"87",7,11,50000,"Generalist","Traditional","National",5,3,2,1,1,"59","63","65","70","74","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","63","65","70","74","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","ab","ne","ab","se","m","m","m","m","m","m","m","m","m","m","m","m",10,12,"1.0",1987,0,1,12
"3563",1986,"Wholesale/Retail Trade","Registered firm","Munich","Newcomer","Independent",4,"87",12,13,3e+05,"Specialist","Traditional","Local",3,3,NA,1,0,"75","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",11,0,"0.0",1987,0,1,12
"3566",1986,"Construction","Registered firm","Upper Bavaria","Newcomer","Independent",1,"87",22,11,2e+05,"Specialist","Innovative","Local",5,4,NA,0,0,"63","67","69","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","67","69","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m",6,17,"1.0",1987,0,1,12
"3807",1986,"Computer Services","Registered firm","Munich","Newcomer","Independent",2,"87",2,12,NA,"Specialist","Innovative","National",5,2,NA,1,0,"67","70","72","76","81","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","70","72","76","81","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","le","ab","se","se","m","m","m","m","m","m","m","m","m","m","m","m",9,10,"1.0",1987,0,1,12
"3822",1985,"Other Services","Registered firm","Munich","Newcomer","Independent",5,"86",13,12,150000,"Generalist","Traditional","National",5,3,NA,1,0,"82","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","83","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",1,2,"1.0",1986,0,1,12
"3830",1986,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"87",3,12,120000,"Specialist","Innovative","Local",4,2,NA,1,0,"76","78","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","78","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",10,0,"0.0",1987,0,1,12
"3834",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"86",7,18,250000,"Specialist","Traditional","Local",5,3,4,1,0,"54","57","60","62","67","80","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","57","60","62","67","80","84","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","le","ab","ab","ab","se","ab","m","m","m","m","m","m","m","m","m","m",27,4,"1.0",1986,0,1,12
"3855",1986,"Other Services","Small tradesman","Upper Bavaria","Follower","Independent",1,"87",4,15,50000,"Generalist","Traditional","Local",2,NA,NA,1,0,"61","64","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","64","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",25,0,"0.0",1987,0,1,12
"3867",1986,"Transportation","Small tradesman","Munich","Newcomer","Independent",1,"87",13,12,150000,"Generalist","Traditional","National",5,4,4,0,0,"Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",NA,NA,NA,1987,0,1,12
"3871",1986,"Transportation","Small tradesman","Munich","Newcomer","Independent",0,"87",1,11,55000,"Generalist","Traditional","National",5,3,5,1,0,"65","69","71","72","83","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","69","71","72","83","84","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","wz","ab","al","le","m","m","m","m","m","m","m","m","m","m","m",19,0,"0.0",1987,0,1,12
"3872",1986,"Other Services","Small tradesman","Munich","Follower","Affiliated",1,"87",2,12,1e+05,"Specialist","Traditional","Local",5,NA,NA,0,0,"70","74","79","83","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","74","79","83","84","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ab","al","se","m","m","m","m","m","m","m","m","m","m","m","m",13,2,"1.0",1987,0,1,12
"3881",1985,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Newcomer","Independent",1,"86",17,12,1e+05,"Generalist","Traditional","Local",3,2,3,0,0,"72","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",13,0,"0.0",1986,0,1,12
"3893",1985,"Other Services","Small tradesman","Munich","Follower","Independent",3,"86",13,15,50000,"Generalist","Traditional","Local",5,3,NA,1,0,"63","66","72","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","66","72","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m",22,0,"0.0",1986,0,1,12
"3896",1985,"Other Services","Registered firm","Upper Bavaria","Newcomer","Affiliated",0,"86",1,13,50000,"Specialist","Innovative","Local",5,NA,NA,0,0,"80","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","83","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",5,0,"0.0",1986,0,1,12
"3905",1985,"Other Services","Small tradesman","Upper Bavaria","Follower","Independent",1,"86",9,12,3e+05,"Generalist","Traditional","Local",5,3,NA,1,0,"54","57","61","63","65","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","57","61","63","65","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","se","ab","se","m","m","m","m","m","m","m","m","m","m","m","m",9,22,"1.0",1986,0,1,12
"3932",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",0,"86",8,12,50000,"Generalist","Traditional","Local",5,NA,3,1,0,"62","64","65","68","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","64","65","68","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m",23,0,"0.0",1986,0,1,12
"3939",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"86",1,14,4e+05,"Specialist","Traditional","National",5,NA,NA,1,0,"74","75","77","79","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","75","77","79","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ne","wz","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m",8,0,"0.0",1986,0,1,12
"3950",1985,"Other Services","Small tradesman","Upper Bavaria","Follower","Independent",NA,"86",3,12,1e+05,"Generalist","Traditional","Local",5,5,NA,0,0,"64","67","70","82","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","67","70","82","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","wz","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m",15,3,"1.0",1986,0,1,12
"3958",1985,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Newcomer","Affiliated",2,"86",10,10,50000,"Specialist","Traditional","Local",5,NA,2,1,0,"79","81","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","81","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",6,0,"0.0",1986,0,1,12
"3964",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",0,"86",20,18,420000,"Specialist","Traditional","Local",4,4,NA,1,0,"60","63","68","69","72","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","63","68","69","72","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","wz","ne","ab","m","m","m","m","m","m","m","m","m","m","m","m",21,0,"0.0",1986,0,1,12
"3965",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",0,"86",15,12,2e+05,"Generalist","Innovative","National",2,NA,NA,0,0,"80","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","84","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",5,0,"0.0",1986,0,1,12
"3966",1985,"Other Services","Small tradesman","Munich","Follower","Independent",2,"86",14,11,50000,"Specialist","Traditional","Local",5,3,NA,1,0,"67","69","71","72","78","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","69","71","72","78","84","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","le","ab","ab","se","se","m","m","m","m","m","m","m","m","m","m","m",11,7,"1.0",1986,0,1,12
"3978",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"86",11,13,250000,"Generalist","Traditional","National",5,NA,NA,0,0,"62","64","65","78","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","64","65","78","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ne","ab","m","m","m","m","m","m","m","m","m","m","m","m","m",10,0,"0.0",1986,0,1,12
"3999",1985,"Computer Services","Small tradesman","Upper Bavaria","Newcomer","Independent",1,"86",1,12,50000,"Specialist","Innovative","National",5,5,5,1,0,"78","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",7,0,"0.0",1986,0,1,12
"4015",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",2,"86",10,18,2e+05,"Specialist","Traditional","National",4,NA,2,0,0,"72","79","81","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","79","81","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m",9,4,"1.0",1986,0,1,12
"4019",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Affiliated",0,"86",3,12,NA,"Generalist","Traditional","Local",5,2,NA,0,0,"82","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",3,0,"0.0",1986,0,1,12
"4024",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",0,"86",8,12,50000,"Generalist","Traditional","Local",5,5,NA,0,0,"79","82","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","82","84","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m",6,0,"0.0",1986,0,1,12
"4025",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",0,"86",24,14,50000,"Specialist","Traditional","Local",5,5,3,0,0,"83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",2,0,"0.0",1986,0,1,12
"4049",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",0,"86",2,12,1500000,"Specialist","Traditional","Local",5,NA,NA,1,0,"67","70","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","70","83","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ne","m","m","m","m","m","m","m","m","m","m","m","m","m","m",16,0,"0.0",1986,0,1,12
"4052",1985,"Other Services","Small tradesman","Munich","Newcomer","Affiliated",2,"86",20,11,1e+05,"Specialist","Traditional","National",5,4,4,1,0,"82","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","84","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",2,1,"1.0",1986,0,1,12
"4054",1985,"Manufacturing","Small tradesman","Munich","Newcomer","Independent",1,"86",10,13,1e+05,"Specialist",NA,"Local",4,NA,NA,1,0,"74","77","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","77","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",11,0,"0.0",1986,0,1,12
"4061",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",1,"86",17,12,1e+05,"Specialist","Innovative","National",5,4,NA,0,0,"63","65","73","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","65","73","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m",10,12,"1.0",1986,0,1,12
"4071",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",0,"86",29,14,250000,"Generalist","Traditional","Local",3,2,4,0,0,"80","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","83","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",6,0,"0.0",1986,0,1,12
